age,workclass,education,occupation,sex,hours.per.week,capital.investment-loss,income
45,State-gov,Bachelors,Exec-managerial,Male,60,1977,>50K
37,Private,Assoc-acdm,Sales,Male,45,1977,>50K
32,Private,Bachelors,Sales,Male,45,1977,>50K
39,Self-emp-inc,HS-grad,Exec-managerial,Male,40,1977,>50K
58,Self-emp-not-inc,10th,Craft-repair,Female,35,1977,>50K
45,Private,Masters,Exec-managerial,Male,43,1977,>50K
41,Private,Bachelors,Prof-specialty,Male,45,1977,>50K
36,Self-emp-not-inc,HS-grad,Farming-fishing,Male,65,1977,>50K
51,State-gov,Masters,Prof-specialty,Male,60,1977,>50K
39,Private,Some-college,Exec-managerial,Male,62,1977,>50K
56,Self-emp-not-inc,Prof-school,Prof-specialty,Male,50,1977,>50K
53,Federal-gov,HS-grad,Adm-clerical,Male,40,1977,>50K
40,Self-emp-not-inc,Assoc-voc,Prof-specialty,Female,15,1977,>50K
57,Private,Masters,Exec-managerial,Male,40,1977,>50K
50,Local-gov,HS-grad,Craft-repair,Male,35,1977,>50K
34,Private,Prof-school,Prof-specialty,Male,55,1977,>50K
35,Private,Bachelors,Exec-managerial,Female,30,1977,>50K
30,Self-emp-not-inc,HS-grad,Prof-specialty,Male,15,1977,>50K
53,Local-gov,Masters,Prof-specialty,Male,55,1977,>50K
31,State-gov,Doctorate,Prof-specialty,Male,70,1977,>50K
37,Private,Bachelors,Exec-managerial,Male,60,1977,>50K
34,Private,Bachelors,Sales,Male,50,1977,>50K
36,Private,Masters,Prof-specialty,Male,50,1977,>50K
40,Private,Bachelors,Exec-managerial,Male,50,1977,>50K
51,Private,Some-college,Craft-repair,Male,60,1977,>50K
33,Private,HS-grad,Sales,Male,45,1977,>50K
40,Private,Doctorate,Prof-specialty,Female,20,1977,>50K
50,Self-emp-inc,7th-8th,Craft-repair,Male,63,1977,>50K
46,Self-emp-inc,Masters,Sales,Male,60,1977,>50K
54,Private,Doctorate,Exec-managerial,Male,50,1977,>50K
39,Private,Masters,Prof-specialty,Female,24,1977,>50K
54,Self-emp-inc,Some-college,Sales,Male,40,1977,>50K
31,Private,Doctorate,Prof-specialty,Male,99,1977,>50K
51,Private,Masters,Exec-managerial,Male,50,1977,>50K
55,Private,Doctorate,Prof-specialty,Male,55,1977,>50K
36,Private,Masters,Adm-clerical,Male,40,1977,>50K
41,Self-emp-inc,Bachelors,Exec-managerial,Male,60,1977,>50K
56,Self-emp-not-inc,Some-college,Exec-managerial,Female,50,1977,>50K
38,Private,Bachelors,Tech-support,Male,40,1977,>50K
47,Private,HS-grad,Craft-repair,Male,45,1977,>50K
39,Local-gov,Masters,Prof-specialty,Male,45,1977,>50K
59,Private,Bachelors,Exec-managerial,Male,50,1977,>50K
54,Private,Doctorate,Exec-managerial,Male,43,1977,>50K
54,Self-emp-not-inc,Bachelors,Exec-managerial,Female,35,1977,>50K
31,Private,Bachelors,Exec-managerial,Male,55,1977,>50K
59,Self-emp-inc,Some-college,Exec-managerial,Male,48,1977,>50K
46,Private,Masters,Prof-specialty,Male,50,1977,>50K
57,Private,Doctorate,Tech-support,Male,40,1977,>50K
36,Private,Masters,Prof-specialty,Female,44,1977,>50K
44,Private,Bachelors,Machine-op-inspct,Male,40,1977,>50K
33,Private,Prof-school,Prof-specialty,Male,50,1977,>50K
54,Private,Some-college,Tech-support,Male,18,1977,>50K
55,Private,Masters,Exec-managerial,Male,60,1977,>50K
36,Private,Masters,Sales,Male,50,1977,>50K
49,Local-gov,Prof-school,Prof-specialty,Female,60,1977,>50K
41,Private,Prof-school,Prof-specialty,Male,50,1977,>50K
40,Private,Doctorate,Prof-specialty,Male,45,1977,>50K
43,Private,Bachelors,Exec-managerial,Male,50,1977,>50K
39,Local-gov,Masters,Prof-specialty,Female,20,1977,>50K
48,Private,Prof-school,Prof-specialty,Male,45,1977,>50K
42,Self-emp-inc,Bachelors,Exec-managerial,Male,60,1977,>50K
36,Private,Bachelors,Prof-specialty,Male,45,1977,>50K
39,Private,Masters,Exec-managerial,Male,40,1974,<=50K
21,Private,Some-college,Prof-specialty,Male,40,1974,<=50K
23,Private,Some-college,Sales,Female,40,1974,<=50K
47,Private,HS-grad,Exec-managerial,Female,40,1974,<=50K
30,Private,HS-grad,Adm-clerical,Female,40,1974,<=50K
35,Private,Some-college,Machine-op-inspct,Male,40,1974,<=50K
26,Private,Some-college,Adm-clerical,Female,40,1974,<=50K
26,Private,Bachelors,Exec-managerial,Male,55,1974,<=50K
41,Local-gov,Masters,Prof-specialty,Male,40,1974,<=50K
30,Local-gov,Some-college,Protective-serv,Male,40,1974,<=50K
28,Private,HS-grad,Craft-repair,Male,40,1974,<=50K
56,Private,HS-grad,Sales,Female,40,1974,<=50K
35,Private,HS-grad,Machine-op-inspct,Male,40,1974,<=50K
34,Private,Assoc-voc,Tech-support,Female,40,1974,<=50K
29,Private,HS-grad,Craft-repair,Male,35,1974,<=50K
23,Private,Assoc-acdm,Adm-clerical,Female,20,1974,<=50K
24,Federal-gov,HS-grad,Adm-clerical,Female,40,1974,<=50K
62,Private,Some-college,Adm-clerical,Male,40,1974,<=50K
77,Self-emp-not-inc,Some-college,Adm-clerical,Female,1,1944,<=50K
47,Private,Prof-school,Prof-specialty,Female,60,1902,>50K
48,Self-emp-not-inc,Doctorate,Prof-specialty,Male,60,1902,>50K
42,Self-emp-not-inc,Prof-school,Prof-specialty,Male,50,1902,>50K
31,Private,Masters,Tech-support,Male,40,1902,>50K
43,Private,Bachelors,Exec-managerial,Male,40,1902,>50K
50,Private,Doctorate,Prof-specialty,Male,65,1902,>50K
36,Private,Bachelors,Prof-specialty,Male,50,1902,>50K
49,Local-gov,Masters,Prof-specialty,Male,40,1902,>50K
38,Private,HS-grad,Craft-repair,Male,40,1902,>50K
48,State-gov,Doctorate,Prof-specialty,Female,46,1902,>50K
46,Private,Bachelors,Prof-specialty,Male,40,1902,>50K
56,Self-emp-not-inc,HS-grad,Other-service,Male,60,1902,>50K
37,Private,HS-grad,Exec-managerial,Male,45,1902,>50K
51,Private,HS-grad,Machine-op-inspct,Male,40,1902,>50K
43,Private,Masters,Exec-managerial,Male,40,1902,>50K
46,Local-gov,HS-grad,Craft-repair,Male,40,1902,<=50K
42,Local-gov,Masters,Exec-managerial,Male,60,1902,>50K
45,Private,Some-college,Adm-clerical,Female,35,1902,>50K
23,Private,Some-college,Machine-op-inspct,Male,40,1902,<=50K
45,Private,Bachelors,Sales,Male,40,1902,>50K
30,State-gov,HS-grad,Adm-clerical,Male,40,1902,<=50K
49,State-gov,Doctorate,Prof-specialty,Male,60,1902,>50K
49,Private,Assoc-acdm,Sales,Female,40,1902,>50K
57,Private,Prof-school,Craft-repair,Male,40,1902,>50K
42,Self-emp-not-inc,Bachelors,Farming-fishing,Male,80,1902,>50K
43,Local-gov,Some-college,Adm-clerical,Female,40,1902,>50K
43,Private,Some-college,Exec-managerial,Male,40,1902,>50K
42,Private,Prof-school,Prof-specialty,Male,60,1902,>50K
53,Private,Bachelors,Exec-managerial,Male,55,1902,>50K
40,Local-gov,Masters,Prof-specialty,Male,48,1902,>50K
46,Private,Masters,Tech-support,Male,40,1902,>50K
41,Private,Bachelors,Exec-managerial,Male,60,1902,>50K
49,Private,Bachelors,Craft-repair,Male,40,1902,>50K
31,Self-emp-not-inc,Bachelors,Prof-specialty,Male,50,1902,>50K
34,Private,Masters,Exec-managerial,Male,50,1902,>50K
40,Federal-gov,Masters,Tech-support,Male,40,1902,>50K
50,Private,Some-college,Adm-clerical,Female,38,1902,>50K
54,Private,HS-grad,Craft-repair,Male,40,1902,>50K
49,Private,Some-college,Adm-clerical,Male,50,1902,>50K
44,Self-emp-not-inc,Masters,Exec-managerial,Female,60,1902,>50K
57,Local-gov,Bachelors,Prof-specialty,Male,40,1902,>50K
28,Local-gov,Masters,Prof-specialty,Female,55,1902,<=50K
57,Private,Some-college,Sales,Male,40,1902,>50K
59,Private,Bachelors,Prof-specialty,Male,43,1902,>50K
38,Private,Assoc-acdm,Exec-managerial,Female,40,1902,>50K
36,Self-emp-not-inc,HS-grad,Farming-fishing,Male,60,1902,>50K
55,Private,Some-college,Exec-managerial,Male,40,1902,>50K
34,Self-emp-not-inc,HS-grad,Sales,Male,60,1902,>50K
51,Private,Some-college,Sales,Male,50,1902,>50K
46,Private,HS-grad,Transport-moving,Male,70,1902,>50K
33,Private,Masters,Exec-managerial,Male,45,1902,>50K
31,State-gov,Bachelors,Prof-specialty,Female,35,1902,>50K
31,Private,Bachelors,Exec-managerial,Female,35,1902,>50K
59,Self-emp-not-inc,HS-grad,Exec-managerial,Male,52,1902,>50K
48,Private,Assoc-acdm,Sales,Male,40,1902,>50K
33,Private,Bachelors,Exec-managerial,Male,45,1902,>50K
46,Private,Some-college,Craft-repair,Male,50,1902,>50K
53,Private,Bachelors,Exec-managerial,Male,40,1902,>50K
39,Private,Masters,Prof-specialty,Female,18,1902,>50K
44,Self-emp-not-inc,HS-grad,Prof-specialty,Male,40,1902,>50K
45,Private,Masters,Exec-managerial,Male,50,1902,>50K
42,Local-gov,Bachelors,Protective-serv,Male,40,1902,>50K
24,Self-emp-not-inc,7th-8th,Transport-moving,Male,40,1902,>50K
57,Private,Bachelors,Sales,Male,40,1902,>50K
51,Local-gov,Bachelors,Prof-specialty,Male,40,1902,>50K
50,Private,Bachelors,Exec-managerial,Male,40,1902,>50K
50,Private,Bachelors,Adm-clerical,Male,50,1902,>50K
52,Private,Masters,Exec-managerial,Male,50,1902,>50K
46,Self-emp-inc,Bachelors,Sales,Male,42,1902,>50K
44,Private,Some-college,Sales,Male,40,1902,>50K
47,Self-emp-inc,Bachelors,Exec-managerial,Male,45,1902,>50K
36,Private,Bachelors,Sales,Male,45,1902,>50K
34,Private,Some-college,Prof-specialty,Male,38,1902,>50K
49,Private,Bachelors,Exec-managerial,Male,50,1902,>50K
45,Private,Bachelors,Sales,Male,45,1902,>50K
46,Private,Bachelors,Exec-managerial,Male,50,1902,>50K
53,Self-emp-inc,Bachelors,Exec-managerial,Male,48,1902,>50K
63,State-gov,Doctorate,Exec-managerial,Male,50,1902,>50K
52,Private,Bachelors,Prof-specialty,Male,40,1902,>50K
44,Private,Bachelors,Exec-managerial,Male,40,1902,>50K
37,Private,Bachelors,Sales,Male,40,1902,>50K
44,State-gov,Doctorate,Prof-specialty,Male,40,1902,>50K
53,Private,Bachelors,Prof-specialty,Male,40,1902,>50K
32,Private,Bachelors,Tech-support,Male,40,1902,>50K
50,State-gov,Doctorate,Prof-specialty,Male,45,1902,>50K
42,Federal-gov,Masters,Prof-specialty,Male,40,1902,>50K
50,Private,Assoc-acdm,Craft-repair,Male,40,1902,>50K
33,Private,Bachelors,Sales,Male,55,1902,>50K
50,Local-gov,Masters,Prof-specialty,Female,40,1902,>50K
32,Private,Bachelors,Prof-specialty,Female,32,1902,>50K
41,Private,HS-grad,Prof-specialty,Male,40,1902,>50K
54,Private,HS-grad,Exec-managerial,Male,55,1902,>50K
34,Private,Assoc-acdm,Sales,Male,50,1902,>50K
41,Self-emp-inc,Bachelors,Exec-managerial,Male,55,1902,>50K
39,Self-emp-inc,Prof-school,Prof-specialty,Male,50,1902,>50K
31,Private,Bachelors,Sales,Male,45,1902,>50K
45,Private,Assoc-voc,Prof-specialty,Male,42,1902,>50K
41,Private,Bachelors,Tech-support,Male,42,1902,>50K
48,Private,Masters,Exec-managerial,Female,38,1902,>50K
32,Self-emp-inc,HS-grad,Farming-fishing,Male,55,1902,>50K
41,Private,Some-college,Machine-op-inspct,Male,40,1902,>50K
31,Self-emp-not-inc,Bachelors,Exec-managerial,Female,40,1902,>50K
30,Self-emp-inc,Some-college,Exec-managerial,Male,40,1902,>50K
41,Private,Some-college,Exec-managerial,Female,40,1902,>50K
48,Private,Masters,Prof-specialty,Male,40,1902,>50K
60,State-gov,Doctorate,Prof-specialty,Male,40,1902,>50K
38,Self-emp-not-inc,Bachelors,Exec-managerial,Male,65,1902,>50K
46,Private,5th-6th,Transport-moving,Male,40,1902,<=50K
28,Private,Some-college,Sales,Male,55,1902,>50K
64,Self-emp-inc,Doctorate,Exec-managerial,Male,60,1902,>50K
42,Private,Masters,Prof-specialty,Male,50,1902,>50K
43,Private,Assoc-voc,Tech-support,Female,32,1902,>50K
61,Self-emp-inc,Some-college,Sales,Male,35,1902,>50K
48,Private,Doctorate,Prof-specialty,Male,40,1902,>50K
46,Local-gov,Masters,Exec-managerial,Male,45,1902,>50K
44,Private,Bachelors,Exec-managerial,Male,50,1902,>50K
39,Federal-gov,Some-college,Exec-managerial,Male,50,1902,>50K
46,Self-emp-not-inc,Bachelors,Sales,Male,40,1902,>50K
48,Private,Doctorate,Prof-specialty,Male,50,1902,>50K
27,Private,11th,Craft-repair,Male,40,1902,>50K
22,Federal-gov,Some-college,Sales,Male,37,1902,<=50K
51,Federal-gov,Bachelors,Exec-managerial,Male,40,1902,<=50K
48,State-gov,Some-college,Protective-serv,Male,40,1902,>50K
52,Private,Assoc-voc,Craft-repair,Male,40,1902,>50K
31,Self-emp-not-inc,HS-grad,Craft-repair,Male,40,1902,>50K
53,Private,Bachelors,Adm-clerical,Male,40,1902,>50K
51,Private,Masters,Prof-specialty,Male,60,1902,>50K
46,Local-gov,Doctorate,Prof-specialty,Female,52,1902,>50K
25,Private,Some-college,Adm-clerical,Male,36,1902,>50K
46,Private,HS-grad,Craft-repair,Male,40,1902,>50K
57,Self-emp-inc,HS-grad,Sales,Male,30,1902,>50K
44,Private,Bachelors,Prof-specialty,Male,50,1902,>50K
42,Private,HS-grad,Transport-moving,Male,50,1902,>50K
42,Private,Masters,Adm-clerical,Male,40,1902,>50K
30,Private,Bachelors,Prof-specialty,Male,55,1902,>50K
54,State-gov,Doctorate,Exec-managerial,Male,50,1902,>50K
46,Self-emp-not-inc,Prof-school,Prof-specialty,Male,45,1902,>50K
33,Private,Bachelors,Adm-clerical,Male,50,1902,>50K
38,Private,Some-college,Exec-managerial,Male,50,1902,>50K
50,Private,Masters,Craft-repair,Male,45,1902,>50K
46,Private,11th,Craft-repair,Male,40,1902,>50K
41,Self-emp-not-inc,Masters,Sales,Female,35,1902,>50K
56,Private,Bachelors,Prof-specialty,Male,65,1902,>50K
39,Private,Bachelors,Prof-specialty,Male,50,1902,>50K
46,Self-emp-not-inc,Doctorate,Prof-specialty,Male,50,1902,>50K
48,Local-gov,7th-8th,Transport-moving,Male,40,1902,<=50K
35,Private,Doctorate,Prof-specialty,Male,40,1902,>50K
56,Private,Some-college,Craft-repair,Male,60,1902,>50K
49,Self-emp-inc,HS-grad,Exec-managerial,Male,60,1902,>50K
61,State-gov,Prof-school,Prof-specialty,Male,40,1902,>50K
43,Private,HS-grad,Craft-repair,Male,40,1902,>50K
37,Private,HS-grad,Craft-repair,Male,50,1902,<=50K
43,Private,Bachelors,Machine-op-inspct,Male,40,1902,>50K
41,Private,HS-grad,Sales,Male,40,1902,>50K
30,Private,Bachelors,Adm-clerical,Male,40,1902,>50K
58,Private,Some-college,Protective-serv,Male,40,1902,>50K
40,Private,HS-grad,Prof-specialty,Male,40,1902,>50K
44,State-gov,Masters,Exec-managerial,Male,40,1902,>50K
40,Private,Bachelors,Exec-managerial,Male,32,1902,>50K
58,Private,HS-grad,Craft-repair,Male,40,1902,<=50K
48,Self-emp-not-inc,HS-grad,Craft-repair,Male,40,1902,>50K
49,Private,HS-grad,Machine-op-inspct,Male,40,1902,<=50K
50,Private,Bachelors,Exec-managerial,Male,50,1902,>50K
43,Private,Bachelors,Sales,Male,55,1902,>50K
53,Private,HS-grad,Transport-moving,Male,40,1902,>50K
42,Private,Doctorate,Prof-specialty,Male,50,1902,>50K
56,Self-emp-inc,HS-grad,Sales,Male,40,1902,>50K
44,Private,Bachelors,Exec-managerial,Male,56,1902,>50K
29,Private,Bachelors,Prof-specialty,Female,50,1902,>50K
35,Private,HS-grad,Sales,Male,40,1902,>50K
44,Private,HS-grad,Sales,Male,40,1902,>50K
34,Federal-gov,Bachelors,Protective-serv,Male,48,1902,>50K
42,Private,Masters,Prof-specialty,Male,55,1902,>50K
43,Private,Bachelors,Prof-specialty,Male,40,1902,>50K
57,Private,Assoc-voc,Prof-specialty,Male,45,1902,<=50K
45,Private,Some-college,Craft-repair,Male,40,1902,>50K
32,Private,Bachelors,Exec-managerial,Male,60,1902,>50K
33,Private,Bachelors,Adm-clerical,Male,45,1902,>50K
43,Self-emp-not-inc,Some-college,Exec-managerial,Male,15,1902,>50K
32,Private,HS-grad,Sales,Male,50,1902,>50K
36,Private,HS-grad,Craft-repair,Male,48,1902,>50K
50,Self-emp-not-inc,HS-grad,Sales,Male,60,1902,>50K
27,Private,HS-grad,Transport-moving,Male,45,1902,<=50K
60,Private,Prof-school,Exec-managerial,Male,40,1902,>50K
53,Private,Masters,Exec-managerial,Male,50,1902,>50K
61,State-gov,Doctorate,Prof-specialty,Male,40,1902,>50K
32,Private,Bachelors,Sales,Male,40,1902,>50K
52,Self-emp-inc,Bachelors,Exec-managerial,Male,60,1902,>50K
37,Private,HS-grad,Exec-managerial,Male,55,1902,>50K
33,Private,HS-grad,Tech-support,Female,40,1902,>50K
57,Self-emp-not-inc,Doctorate,Sales,Male,40,1902,>50K
43,Private,HS-grad,Craft-repair,Male,99,1902,>50K
50,Private,HS-grad,Exec-managerial,Male,40,1902,>50K
43,Private,Some-college,Craft-repair,Male,40,1902,>50K
45,Private,HS-grad,Other-service,Male,40,1902,>50K
37,Self-emp-not-inc,HS-grad,Sales,Male,45,1902,>50K
31,Private,Masters,Prof-specialty,Male,43,1902,>50K
33,Private,Assoc-acdm,Craft-repair,Male,50,1902,>50K
56,Self-emp-not-inc,HS-grad,Other-service,Male,50,1887,>50K
43,Private,Some-college,Prof-specialty,Female,50,1887,>50K
52,Private,10th,Craft-repair,Male,47,1887,>50K
38,Private,Bachelors,Prof-specialty,Male,40,1887,>50K
40,Local-gov,7th-8th,Craft-repair,Male,40,1887,>50K
57,Private,HS-grad,Transport-moving,Male,40,1887,>50K
41,Private,Some-college,Craft-repair,Male,50,1887,>50K
37,Private,HS-grad,Exec-managerial,Male,50,1887,>50K
42,Private,HS-grad,Craft-repair,Male,40,1887,>50K
44,Private,Masters,Prof-specialty,Male,35,1887,>50K
39,Private,Bachelors,Exec-managerial,Male,50,1887,>50K
53,Federal-gov,Some-college,Exec-managerial,Female,40,1887,>50K
51,Private,Some-college,Exec-managerial,Male,65,1887,>50K
38,Private,Bachelors,Exec-managerial,Male,50,1887,>50K
43,Local-gov,Some-college,Protective-serv,Male,40,1887,>50K
33,Self-emp-inc,Assoc-acdm,Exec-managerial,Male,60,1887,>50K
43,Private,Bachelors,Sales,Male,40,1887,>50K
35,Private,Bachelors,Exec-managerial,Male,45,1887,>50K
41,Private,Some-college,Exec-managerial,Male,50,1887,>50K
45,Private,Some-college,Craft-repair,Male,40,1887,>50K
59,Private,HS-grad,Machine-op-inspct,Male,40,1887,>50K
30,Local-gov,Masters,Prof-specialty,Male,45,1887,>50K
32,State-gov,Bachelors,Protective-serv,Male,45,1887,>50K
39,Federal-gov,Bachelors,Protective-serv,Male,60,1887,>50K
43,Self-emp-not-inc,Bachelors,Prof-specialty,Female,70,1887,>50K
32,Private,Bachelors,Exec-managerial,Male,55,1887,>50K
39,Local-gov,HS-grad,Protective-serv,Male,40,1887,>50K
37,Local-gov,Bachelors,Prof-specialty,Male,40,1887,>50K
34,Private,Some-college,Exec-managerial,Female,40,1887,>50K
46,Private,Some-college,Tech-support,Male,45,1887,>50K
51,Local-gov,Doctorate,Prof-specialty,Male,40,1887,>50K
29,Private,HS-grad,Sales,Male,55,1887,>50K
34,Private,Bachelors,Prof-specialty,Female,40,1887,>50K
50,Private,Some-college,Craft-repair,Male,35,1887,>50K
34,Private,Some-college,Handlers-cleaners,Male,40,1887,>50K
58,Private,10th,Transport-moving,Male,40,1887,>50K
56,Self-emp-not-inc,5th-6th,Exec-managerial,Male,67,1887,>50K
34,Self-emp-not-inc,Bachelors,Prof-specialty,Male,48,1887,>50K
36,Local-gov,Bachelors,Prof-specialty,Male,40,1887,>50K
46,Private,HS-grad,Machine-op-inspct,Male,40,1887,>50K
35,Private,Bachelors,Exec-managerial,Male,50,1887,>50K
50,Self-emp-not-inc,HS-grad,Exec-managerial,Male,40,1887,>50K
27,Self-emp-inc,Bachelors,Exec-managerial,Male,45,1887,>50K
32,Private,Assoc-acdm,Craft-repair,Male,40,1887,>50K
44,Self-emp-inc,HS-grad,Exec-managerial,Male,70,1887,>50K
39,Private,HS-grad,Sales,Male,46,1887,>50K
33,Private,HS-grad,Adm-clerical,Female,20,1887,>50K
59,Federal-gov,HS-grad,Craft-repair,Male,40,1887,>50K
59,Private,Some-college,Craft-repair,Male,55,1887,>50K
51,State-gov,Some-college,Sales,Male,40,1887,>50K
37,Private,Assoc-voc,Craft-repair,Male,40,1887,>50K
57,Private,HS-grad,Tech-support,Male,40,1887,>50K
25,Private,Assoc-voc,Prof-specialty,Female,40,1887,>50K
54,Private,HS-grad,Transport-moving,Male,65,1887,>50K
47,Local-gov,Some-college,Transport-moving,Male,40,1887,>50K
52,State-gov,Doctorate,Prof-specialty,Male,70,1887,>50K
40,Private,Bachelors,Prof-specialty,Male,40,1887,>50K
27,Private,Bachelors,Machine-op-inspct,Male,60,1887,>50K
31,Private,Bachelors,Exec-managerial,Male,40,1887,>50K
41,Self-emp-inc,HS-grad,Sales,Male,55,1887,>50K
41,Private,HS-grad,Transport-moving,Male,45,1887,>50K
50,Private,HS-grad,Exec-managerial,Male,55,1887,>50K
36,Private,Some-college,Machine-op-inspct,Male,40,1887,>50K
27,Private,HS-grad,Adm-clerical,Female,40,1887,>50K
46,Private,Some-college,Sales,Male,40,1887,>50K
61,Self-emp-not-inc,HS-grad,Exec-managerial,Male,40,1887,>50K
39,Local-gov,Bachelors,Prof-specialty,Male,40,1887,>50K
47,Private,HS-grad,Transport-moving,Male,45,1887,>50K
45,Private,HS-grad,Machine-op-inspct,Male,40,1887,>50K
55,State-gov,HS-grad,Tech-support,Female,40,1887,>50K
38,Self-emp-not-inc,11th,Exec-managerial,Male,45,1887,>50K
57,Private,Bachelors,Sales,Male,55,1887,>50K
38,Self-emp-not-inc,10th,Sales,Male,40,1887,>50K
28,Private,Bachelors,Adm-clerical,Male,40,1887,>50K
40,Private,Some-college,Handlers-cleaners,Male,40,1887,>50K
36,Private,Bachelors,Prof-specialty,Male,50,1887,>50K
36,Private,HS-grad,Craft-repair,Male,60,1887,>50K
30,Self-emp-not-inc,HS-grad,Exec-managerial,Male,50,1887,>50K
35,Private,HS-grad,Adm-clerical,Female,42,1887,>50K
32,Self-emp-not-inc,HS-grad,Transport-moving,Male,60,1887,>50K
55,Private,HS-grad,Handlers-cleaners,Male,40,1887,>50K
29,Private,HS-grad,Machine-op-inspct,Male,30,1887,>50K
37,Self-emp-inc,Assoc-acdm,Sales,Male,40,1887,>50K
36,Private,Assoc-voc,Exec-managerial,Male,50,1887,>50K
40,State-gov,Doctorate,Prof-specialty,Male,50,1887,>50K
26,Private,Masters,Prof-specialty,Male,40,1887,>50K
44,Private,Masters,Prof-specialty,Male,60,1887,>50K
47,Private,Bachelors,Exec-managerial,Male,40,1887,>50K
35,Private,Masters,Prof-specialty,Male,40,1887,>50K
58,Private,Some-college,Sales,Male,40,1887,>50K
41,Private,HS-grad,Craft-repair,Male,40,1887,>50K
38,Local-gov,Doctorate,Exec-managerial,Male,50,1887,>50K
47,Self-emp-not-inc,Bachelors,Sales,Male,40,1887,>50K
